orderid,customer_id,purchasedate,productcategory,productprice,quantity,paymentmethod,totalprice
473,KH29460,5/19/2023,Clothing,285,1,PayPal,285
474,KH29460,7/23/2021,Electronics,243,4,Credit Card,972
475,KH7896,2/11/2022,Home,320,4,Credit Card,1280
476,KH7896,6/11/2023,Books,302,3,Credit Card,906
477,KH7896,3/8/2023,Books,243,3,Cash,729
478,KH7896,6/14/2023,Clothing,418,5,PayPal,2090
479,KH7896,6/7/2021,Books,82,3,Cash,246
480,KH7896,9/19/2022,Electronics,184,2,Cash,368
481,KH5978,11/3/2020,Home,129,1,PayPal,129
482,KH5978,12/18/2022,Electronics,398,4,Cash,1592
483,KH5978,11/28/2021,Clothing,191,4,PayPal,764
484,KH5978,7/28/2021,Clothing,302,5,Credit Card,1510
485,KH5978,4/20/2021,Clothing,170,1,Credit Card,170
486,KH5978,7/8/2020,Electronics,341,1,PayPal,341
487,KH3576,5/10/2020,Clothing,219,2,Credit Card,438
488,KH3576,8/7/2022,Home,396,1,PayPal,396
489,KH3576,8/13/2022,Electronics,123,3,Credit Card,369
490,KH3576,10/6/2021,Home,174,4,Credit Card,696
491,KH3576,11/13/2020,Home,93,4,Cash,372
492,KH3576,2/18/2022,Home,158,2,PayPal,316
493,KH3576,6/8/2021,Books,236,3,Credit Card,708
494,KH3576,1/25/2021,Clothing,160,1,PayPal,160
495,KH3576,1/15/2023,Books,202,4,Cash,808
496,KH3576,1/28/2021,Electronics,469,2,Cash,938
497,KH3576,3/5/2022,Clothing,482,4,Credit Card,1928
498,KH3576,1/6/2022,Books,260,3,Cash,780
499,KH3576,7/3/2022,Clothing,210,1,Credit Card,210
500,KH3576,1/14/2022,Books,181,4,Credit Card,724
501,KH3254,7/17/2021,Electronics,383,3,Crypto,1149
502,KH3254,11/7/2022,Electronics,305,5,Cash,1525
503,KH3254,10/25/2021,Electronics,478,5,PayPal,2390
504,KH3254,5/7/2023,Books,442,4,Crypto,1768
505,KH3254,6/1/2022,Books,294,1,Cash,294
506,KH26881,6/7/2021,Home,350,1,Cash,350
507,KH26881,1/8/2022,Clothing,87,3,Credit Card,261
508,KH26881,12/31/2022,Home,285,4,Cash,1140
509,KH26881,1/21/2021,Electronics,363,2,Credit Card,726
510,KH26881,12/3/2021,Electronics,477,3,Credit Card,1431
511,KH29089,1/8/2020,Clothing,485,5,Credit Card,2425
512,KH29089,7/4/2021,Home,94,5,PayPal,470
513,KH29089,1/23/2020,Clothing,350,3,PayPal,1050
514,KH29089,2/17/2021,Books,187,2,Cash,374
515,KH29089,8/28/2021,Electronics,486,4,Cash,1944
516,KH29089,11/24/2021,Clothing,59,1,PayPal,59
517,KH29089,6/13/2022,Home,67,5,Crypto,335
518,KH6717,1/17/2022,Clothing,70,2,Credit Card,140
519,KH6717,7/18/2020,Clothing,419,1,Credit Card,419
520,KH6717,8/27/2023,Books,178,2,Credit Card,356
521,KH6717,3/9/2021,Clothing,102,4,Credit Card,408
522,KH6717,12/14/2022,Books,57,3,Crypto,171
523,KH9575,4/23/2021,Home,332,1,Cash,332
524,KH9575,1/20/2020,Clothing,236,2,PayPal,472
525,KH9575,9/13/2022,Home,482,3,Credit Card,1446
526,KH9575,7/15/2021,Books,235,2,Crypto,470
527,KH9575,6/18/2022,Clothing,16,1,PayPal,16
528,KH9575,1/7/2020,Books,261,2,PayPal,522
529,KH9575,12/6/2020,Home,263,4,Credit Card,1052
530,KH9575,8/17/2020,Clothing,134,3,PayPal,402
531,KH9575,10/11/2020,Electronics,263,2,Credit Card,526
532,KH9575,6/13/2021,Home,95,2,PayPal,190
533,KH5684,3/16/2020,Clothing,380,1,Cash,380
534,KH5684,12/22/2020,Clothing,172,4,PayPal,688
535,KH5684,5/21/2022,Books,146,2,Crypto,292
536,KH5684,7/3/2023,Books,450,2,PayPal,900
537,KH5684,10/7/2021,Books,148,5,Credit Card,740
538,KH5684,7/19/2023,Books,24,3,Credit Card,72
539,KH5684,3/26/2022,Clothing,425,5,Credit Card,2125
540,KH48873,9/2/2020,Home,304,4,Cash,1216
541,KH48873,8/27/2021,Home,358,4,Cash,1432
542,KH48873,10/25/2020,Electronics,354,1,Cash,354
543,KH38623,9/2/2022,Clothing,377,1,PayPal,377
544,KH38623,3/4/2022,Books,340,3,Credit Card,1020
545,KH38623,10/26/2021,Books,82,4,Cash,328
546,KH38623,9/26/2021,Electronics,94,4,Cash,376
547,KH38623,10/23/2021,Clothing,412,4,Cash,1648
548,KH8370,5/6/2021,Electronics,82,5,Cash,410
549,KH8370,1/12/2021,Clothing,343,5,Credit Card,1715
550,KH8370,3/19/2022,Books,156,2,Credit Card,312
551,KH8370,6/23/2021,Home,393,2,Cash,786
552,KH8370,1/7/2023,Books,282,5,Credit Card,1410
553,KH41085,8/16/2023,Books,328,4,Cash,1312
554,KH41085,5/1/2023,Books,182,5,Credit Card,910
555,KH41085,4/20/2023,Books,377,4,Credit Card,1508
556,KH41085,4/24/2023,Home,261,3,Crypto,783
557,KH41085,7/5/2020,Clothing,395,3,PayPal,1185
558,KH30759,2/4/2020,Home,380,5,Cash,1900
559,KH30759,5/9/2020,Clothing,445,4,Credit Card,1780
560,KH30759,4/25/2022,Home,125,3,Crypto,375
561,KH30759,11/24/2021,Electronics,500,5,PayPal,2500
562,KH30759,3/16/2022,Home,88,1,Credit Card,88
563,KH18314,2/12/2021,Clothing,205,3,Cash,615
564,KH18314,2/7/2020,Books,241,4,Crypto,964
565,KH18314,7/5/2022,Clothing,389,5,PayPal,1945
566,KH18314,4/21/2021,Electronics,273,2,PayPal,546
567,KH18314,11/15/2022,Clothing,461,1,PayPal,461
568,KH18314,1/5/2020,Electronics,26,2,PayPal,52
569,KH18314,6/15/2023,Clothing,384,1,Crypto,384
570,KH18314,7/15/2021,Home,258,4,Credit Card,1032
571,KH11509,5/20/2022,Books,254,3,Credit Card,762
572,KH11509,8/25/2021,Books,228,5,PayPal,1140
573,KH11509,8/23/2022,Electronics,52,5,Cash,260
574,KH11509,1/13/2022,Books,470,1,PayPal,470
575,KH11509,2/24/2022,Electronics,436,3,Credit Card,1308
576,KH11509,2/17/2022,Clothing,304,2,PayPal,608
577,KH11509,7/1/2021,Home,485,1,Credit Card,485
578,KH4939,5/23/2021,Home,11,1,Credit Card,11
579,KH4939,3/30/2022,Books,22,4,Cash,88
580,KH4939,12/14/2022,Books,162,2,Credit Card,324
581,KH4939,7/5/2020,Home,205,4,Credit Card,820
582,KH19235,8/4/2023,Clothing,340,4,PayPal,1360
583,KH19235,6/30/2021,Electronics,274,4,Cash,1096
584,KH19235,6/22/2023,Electronics,348,2,Credit Card,696
585,KH19235,8/18/2023,Clothing,110,3,Cash,330
586,KH30410,1/4/2022,Clothing,179,2,PayPal,358
587,KH30410,3/12/2023,Books,118,4,Credit Card,472
588,KH30410,7/24/2022,Electronics,259,1,PayPal,259
589,KH30410,6/1/2021,Electronics,383,1,Crypto,383
590,KH30410,1/10/2021,Books,346,1,Cash,346
591,KH30410,9/30/2021,Books,379,2,Credit Card,758
592,KH30410,3/3/2021,Clothing,261,5,Crypto,1305
593,KH17603,6/15/2022,Home,221,1,Cash,221
594,KH17603,12/26/2020,Clothing,410,5,PayPal,2050
595,KH17603,6/17/2021,Electronics,306,3,PayPal,918
596,KH17603,11/6/2021,Books,201,4,Credit Card,804
597,KH17603,1/5/2020,Books,363,3,Credit Card,1089
598,KH17603,3/3/2021,Electronics,97,1,Credit Card,97
599,KH43249,12/9/2022,Books,355,4,Credit Card,1420
600,KH43249,7/4/2020,Clothing,103,1,Credit Card,103
601,KH43249,11/7/2020,Electronics,227,5,PayPal,1135
602,KH3211,3/21/2022,Books,395,1,Cash,395
603,KH3211,8/12/2022,Home,229,2,PayPal,458
604,KH3211,1/12/2020,Books,106,5,Cash,530
605,KH3211,5/3/2023,Electronics,250,2,PayPal,500
606,KH3211,9/10/2023,Books,237,3,Credit Card,711
607,KH3211,4/11/2021,Books,400,4,Credit Card,1600
608,KH3211,9/29/2022,Electronics,438,4,Credit Card,1752
609,KH47762,10/27/2021,Electronics,361,4,Credit Card,1444
610,KH47762,7/6/2020,Books,414,5,Crypto,2070
611,KH47762,12/1/2020,Clothing,265,1,Credit Card,265
612,KH47762,4/10/2022,Books,384,2,Cash,768
613,KH47762,9/9/2021,Clothing,363,1,PayPal,363
614,KH47762,2/27/2022,Books,77,1,Credit Card,77
615,KH47762,11/20/2020,Clothing,338,2,PayPal,676
616,KH47762,8/27/2021,Clothing,257,3,Credit Card,771
617,KH17555,9/24/2022,Clothing,55,4,Credit Card,220
618,KH17555,2/11/2021,Home,308,2,Credit Card,616
619,KH17555,12/28/2022,Books,495,2,Crypto,990
620,KH17555,1/10/2023,Electronics,256,5,PayPal,1280
621,KH17555,6/5/2021,Home,233,1,PayPal,233
622,KH17555,1/25/2022,Electronics,79,5,PayPal,395
623,KH9809,5/4/2023,Electronics,276,2,Credit Card,552
624,KH9809,7/13/2020,Books,286,2,PayPal,572
625,KH9809,5/4/2020,Clothing,411,1,PayPal,411
626,KH9809,5/4/2021,Books,395,3,Credit Card,1185
627,KH9809,11/23/2022,Clothing,500,2,Credit Card,1000
628,KH3671,6/18/2022,Clothing,181,2,Credit Card,362
629,KH3671,5/26/2021,Home,289,3,Credit Card,867
630,KH3671,2/7/2022,Books,273,1,PayPal,273
631,KH3671,9/6/2020,Clothing,17,2,PayPal,34
632,KH3671,4/23/2021,Books,411,5,Credit Card,2055
633,KH3671,6/29/2022,Books,341,1,Credit Card,341
634,KH3671,8/22/2022,Home,201,2,Credit Card,402
635,KH3671,2/3/2022,Home,236,3,Credit Card,708
636,KH42278,8/5/2023,Books,398,2,Credit Card,796
637,KH42278,7/18/2021,Clothing,411,5,PayPal,2055
638,KH42278,2/7/2023,Electronics,394,2,Credit Card,788
639,KH42278,3/21/2020,Clothing,173,2,PayPal,346
640,KH42278,2/8/2021,Books,148,2,Credit Card,296
641,KH42278,2/24/2022,Clothing,157,3,Credit Card,471
642,KH29859,7/2/2022,Books,240,5,Cash,1200
643,KH29859,11/18/2022,Home,82,1,Credit Card,82
644,KH29859,1/17/2021,Clothing,355,3,PayPal,1065
645,KH29859,2/27/2023,Electronics,304,2,Cash,608
646,KH10179,6/4/2023,Clothing,296,5,PayPal,1480
647,KH10179,6/10/2023,Electronics,344,5,PayPal,1720
648,KH10179,8/25/2023,Home,388,2,Credit Card,776
649,KH10179,6/9/2021,Electronics,353,4,Credit Card,1412
650,KH28622,4/6/2023,Clothing,217,4,Credit Card,868
651,KH28622,5/29/2020,Home,383,3,Credit Card,1149
652,KH28622,1/18/2023,Books,336,1,Credit Card,336
653,KH17596,11/10/2020,Books,300,2,Credit Card,600
654,KH17596,6/22/2022,Home,202,2,Credit Card,404
655,KH17596,11/18/2020,Books,478,3,Credit Card,1434
656,KH41051,5/1/2021,Books,454,1,Cash,454
657,KH41051,8/22/2022,Clothing,452,2,Credit Card,904
658,KH41051,3/20/2022,Electronics,336,2,Cash,672
659,KH41051,2/4/2020,Books,350,3,Cash,1050
660,KH41051,7/6/2023,Clothing,51,4,PayPal,204
661,KH41051,2/3/2020,Books,94,5,Cash,470
662,KH13646,12/18/2022,Home,44,4,Crypto,176
663,KH13646,2/18/2020,Clothing,325,3,Credit Card,975
664,KH13646,5/22/2022,Clothing,16,2,Cash,32
665,KH13646,12/4/2021,Clothing,265,1,Cash,265
666,KH47792,11/26/2022,Home,218,5,Credit Card,1090
667,KH47792,3/24/2023,Clothing,369,4,Cash,1476
668,KH47792,4/9/2021,Electronics,120,4,Credit Card,480
669,KH43928,12/11/2021,Home,409,4,PayPal,1636
670,KH43928,7/5/2022,Electronics,52,3,Credit Card,156
671,KH43928,7/7/2023,Books,499,2,Cash,998
672,KH43928,5/28/2023,Clothing,447,5,Credit Card,2235
673,KH42045,8/17/2023,Clothing,289,1,PayPal,289
674,KH42045,6/22/2022,Clothing,181,4,PayPal,724
675,KH42045,7/11/2021,Books,141,5,Cash,705
676,KH42045,4/6/2023,Books,484,4,Credit Card,1936
677,KH39880,9/1/2023,Clothing,259,1,Cash,259
678,KH39880,5/25/2023,Electronics,48,5,Credit Card,240
679,KH39880,10/28/2021,Books,188,5,PayPal,940
680,KH39880,6/28/2023,Books,248,4,Cash,992
681,KH6868,2/20/2023,Clothing,481,1,PayPal,481
682,KH6868,12/27/2022,Books,330,1,Credit Card,330
683,KH6868,7/18/2020,Home,275,4,Crypto,1100
684,KH6868,1/31/2023,Electronics,223,1,Cash,223
685,KH6868,6/18/2020,Home,264,5,Credit Card,1320
686,KH6868,3/27/2020,Clothing,30,4,PayPal,120
687,KH6868,3/17/2023,Books,132,1,Cash,132
688,KH26505,7/5/2020,Books,218,1,Cash,218
689,KH26505,1/9/2021,Books,440,5,PayPal,2200
690,KH26505,12/10/2022,Electronics,92,5,Cash,460
691,KH26505,6/5/2022,Electronics,327,1,PayPal,327
692,KH19088,10/12/2020,Home,231,2,Credit Card,462
693,KH19088,7/12/2022,Home,451,2,Credit Card,902
694,KH19088,3/28/2023,Clothing,448,4,Credit Card,1792
695,KH19088,1/10/2022,Electronics,75,1,Credit Card,75
696,KH19088,4/16/2021,Books,347,4,Crypto,1388
697,KH19088,2/10/2023,Clothing,468,3,Credit Card,1404
698,KH47151,10/12/2022,Electronics,66,3,Credit Card,198
699,KH47151,2/25/2022,Books,32,1,Credit Card,32
700,KH47151,7/12/2023,Clothing,217,1,PayPal,217
701,KH26347,5/19/2022,Clothing,337,2,Credit Card,674
702,KH26347,3/2/2022,Books,303,4,Cash,1212
703,KH26347,5/6/2021,Clothing,320,4,PayPal,1280
704,KH26347,9/21/2021,Clothing,116,5,PayPal,580
705,KH26347,4/26/2020,Electronics,169,4,Crypto,676
706,KH26347,5/11/2021,Books,64,4,Crypto,256
707,KH26347,6/11/2022,Clothing,128,2,Credit Card,256
708,KH3951,9/1/2023,Books,334,4,Cash,1336
709,KH3951,6/17/2021,Home,185,5,PayPal,925
710,KH3951,8/1/2021,Electronics,220,4,PayPal,880
711,KH3951,4/5/2020,Electronics,57,5,Credit Card,285
712,KH3951,8/4/2023,Books,223,1,PayPal,223
713,KH3951,1/16/2022,Clothing,64,1,PayPal,64
714,KH3951,11/22/2021,Books,492,5,PayPal,2460
715,KH3951,1/18/2021,Books,252,4,Credit Card,1008
716,KH19364,7/26/2021,Home,384,2,Credit Card,768
717,KH19364,6/29/2021,Books,397,1,Crypto,397
718,KH19364,6/22/2021,Home,198,4,Cash,792
719,KH19364,3/16/2022,Clothing,420,1,Cash,420
720,KH10651,4/13/2021,Clothing,257,4,Crypto,1028
721,KH10651,11/23/2020,Books,275,4,Credit Card,1100
722,KH10651,5/17/2021,Books,79,4,PayPal,316
723,KH10651,12/5/2020,Clothing,164,3,Credit Card,492
724,KH10651,9/9/2021,Home,487,2,PayPal,974
725,KH10651,1/12/2021,Books,24,4,PayPal,96
726,KH10651,12/31/2020,Home,456,1,Credit Card,456
727,KH15228,8/30/2020,Home,342,2,Credit Card,684
728,KH15228,8/9/2021,Clothing,454,5,Credit Card,2270
729,KH15228,7/21/2023,Home,205,3,Cash,615
730,KH15228,12/28/2021,Books,78,4,PayPal,312
731,KH15228,6/29/2021,Books,194,3,PayPal,582
732,KH15228,7/12/2023,Clothing,190,3,Credit Card,570
733,KH15228,5/7/2020,Electronics,122,3,Crypto,366
734,KH15228,8/21/2023,Books,195,3,Crypto,585
735,KH47909,5/4/2021,Electronics,277,1,Cash,277
736,KH47909,10/21/2022,Electronics,441,3,Crypto,1323
737,KH47909,7/12/2023,Books,330,3,Credit Card,990
738,KH47909,9/7/2022,Home,481,2,Credit Card,962
739,KH49955,11/20/2021,Books,440,5,PayPal,2200
740,KH49955,10/8/2020,Electronics,28,2,Credit Card,56
741,KH49955,6/9/2022,Clothing,138,4,PayPal,552
742,KH32951,4/14/2022,Clothing,298,5,Credit Card,1490
743,KH32951,5/28/2020,Clothing,379,3,Credit Card,1137
744,KH32951,12/1/2022,Books,196,1,Credit Card,196
745,KH32951,9/15/2020,Home,294,1,Credit Card,294
746,KH32951,6/26/2023,Clothing,40,3,PayPal,120
747,KH32951,10/24/2020,Electronics,320,5,Cash,1600
748,KH32951,1/13/2022,Home,430,2,Cash,860
749,KH43184,2/7/2021,Clothing,67,5,PayPal,335
750,KH43184,10/19/2021,Home,44,1,PayPal,44
751,KH43184,9/14/2020,Books,204,2,Crypto,408
752,KH43184,9/29/2022,Home,350,4,PayPal,1400
753,KH43184,3/13/2021,Books,409,2,Credit Card,818
754,KH43184,3/5/2021,Books,285,5,PayPal,1425
755,KH43184,6/13/2022,Home,210,1,PayPal,210
756,KH37292,10/13/2021,Electronics,377,2,Cash,754
757,KH37292,10/20/2021,Clothing,285,3,Cash,855
758,KH37292,2/6/2020,Electronics,74,2,Credit Card,148
759,KH37292,9/15/2021,Home,412,2,Credit Card,824
760,KH37292,2/9/2022,Clothing,120,1,Credit Card,120
761,KH37292,7/25/2020,Electronics,266,1,Cash,266
762,KH2632,12/29/2022,Electronics,136,1,PayPal,136
763,KH2632,3/24/2022,Electronics,83,3,Cash,249
764,KH2632,7/17/2023,Books,181,3,Credit Card,543
765,KH2632,4/29/2021,Home,364,1,Cash,364
766,KH2632,7/19/2020,Books,431,5,Cash,2155
767,KH2632,7/14/2021,Clothing,102,5,Crypto,510
768,KH2632,4/6/2020,Books,183,4,Crypto,732
769,KH40233,2/8/2021,Books,160,2,PayPal,320
770,KH40233,8/19/2021,Electronics,348,4,Credit Card,1392
771,KH40233,2/17/2022,Books,451,2,Credit Card,902
772,KH40233,1/27/2022,Home,193,2,Credit Card,386
773,KH40233,6/14/2022,Clothing,131,3,Cash,393
774,KH40233,11/17/2021,Electronics,465,4,Credit Card,1860
775,KH40233,6/27/2023,Clothing,470,3,Cash,1410
776,KH18311,8/20/2021,Electronics,376,5,Credit Card,1880
777,KH18311,6/9/2020,Books,430,1,PayPal,430
778,KH18311,1/29/2020,Clothing,470,1,Crypto,470
779,KH18311,1/14/2022,Books,250,4,Cash,1000
780,KH18311,5/13/2022,Books,137,2,Cash,274
781,KH18311,7/15/2022,Clothing,212,5,Credit Card,1060
782,KH18311,3/10/2022,Clothing,48,2,PayPal,96
783,KH18311,12/21/2022,Home,470,2,Credit Card,940
784,KH18311,1/4/2021,Home,47,4,Credit Card,188
785,KH18311,6/11/2022,Clothing,155,1,Credit Card,155
786,KH23337,3/2/2021,Books,13,1,Credit Card,13
787,KH23337,11/24/2020,Books,99,4,Credit Card,396
788,KH23337,3/23/2021,Books,147,1,PayPal,147
789,KH23337,8/3/2023,Books,347,3,Cash,1041
790,KH23337,5/3/2022,Electronics,144,4,Credit Card,576
791,KH23337,12/11/2022,Home,291,1,Credit Card,291
792,KH23337,4/3/2021,Books,276,5,Cash,1380
793,KH49866,1/2/2021,Home,67,5,Credit Card,335
794,KH49866,4/7/2022,Home,434,2,PayPal,868
795,KH49866,6/21/2022,Books,463,4,Credit Card,1852
796,KH49866,6/20/2023,Books,215,4,PayPal,860
797,KH49866,10/3/2021,Clothing,200,4,PayPal,800
798,KH48294,6/10/2023,Home,148,1,Credit Card,148
799,KH48294,4/30/2021,Clothing,359,5,Cash,1795
800,KH48294,1/24/2022,Books,84,2,PayPal,168
801,KH48294,6/9/2020,Books,230,3,Credit Card,690
802,KH48294,2/29/2020,Electronics,103,1,Credit Card,103
803,KH36600,9/2/2022,Books,198,1,Credit Card,198
804,KH36600,2/11/2022,Clothing,191,3,PayPal,573
805,KH36600,11/16/2020,Books,208,4,Cash,832
806,KH36600,10/22/2021,Books,164,1,PayPal,164
807,KH36600,1/6/2021,Home,382,4,Credit Card,1528
808,KH41155,8/25/2023,Electronics,344,4,Credit Card,1376
809,KH41155,7/17/2022,Home,81,1,PayPal,81
810,KH41155,11/8/2020,Electronics,31,3,Cash,93
811,KH17379,9/2/2020,Home,315,1,Crypto,315
812,KH17379,8/29/2023,Clothing,285,4,PayPal,1140
813,KH17379,2/16/2022,Clothing,137,4,Cash,548
814,KH17379,10/23/2020,Books,284,4,Crypto,1136
815,KH17379,9/27/2021,Books,250,5,Credit Card,1250
816,KH17379,1/18/2022,Clothing,77,4,Credit Card,308
817,KH17379,3/19/2023,Clothing,383,2,Credit Card,766
818,KH17379,7/16/2023,Clothing,151,4,Credit Card,604
819,KH23148,2/24/2020,Books,37,4,Credit Card,148
820,KH23148,9/22/2021,Electronics,242,5,Credit Card,1210
821,KH23148,10/18/2020,Clothing,223,5,PayPal,1115
822,KH23148,6/23/2023,Electronics,122,5,PayPal,610
823,KH12384,4/26/2023,Clothing,422,2,Cash,844
824,KH12384,9/11/2020,Electronics,442,3,PayPal,1326
825,KH12384,7/8/2022,Books,432,4,Cash,1728
826,KH12384,3/6/2022,Home,195,3,PayPal,585
827,KH12384,2/24/2023,Home,252,3,PayPal,756
828,KH12384,4/27/2021,Books,294,5,Crypto,1470
829,KH12384,1/27/2021,Home,387,5,PayPal,1935
830,KH12384,2/27/2022,Electronics,301,2,Cash,602
831,KH31790,4/3/2022,Books,187,3,Cash,561
832,KH31790,10/14/2022,Books,65,5,Credit Card,325
833,KH31790,3/13/2021,Books,150,2,Credit Card,300
834,KH31790,5/14/2020,Home,244,5,Credit Card,1220
835,KH31790,9/16/2020,Electronics,271,3,Credit Card,813
836,KH31790,8/21/2023,Books,66,5,PayPal,330
837,KH31790,5/22/2023,Clothing,241,5,Credit Card,1205
838,KH31790,10/4/2020,Clothing,43,4,Credit Card,172
839,KH31790,1/4/2021,Clothing,199,4,PayPal,796
840,KH36391,3/16/2022,Books,169,5,Credit Card,845
841,KH36391,1/29/2020,Home,330,5,Credit Card,1650
842,KH36391,1/21/2020,Clothing,243,1,Cash,243
843,KH36391,1/22/2021,Clothing,117,3,Crypto,351
844,KH36391,11/26/2020,Electronics,292,5,PayPal,1460
845,KH36391,12/16/2020,Books,244,1,Credit Card,244
846,KH26827,6/19/2023,Books,441,4,PayPal,1764
847,KH26827,8/8/2022,Electronics,435,1,Credit Card,435
848,KH28714,2/16/2021,Books,110,1,PayPal,110
849,KH28714,10/15/2020,Clothing,183,1,Credit Card,183
850,KH28714,4/26/2021,Clothing,296,1,Cash,296
851,KH28714,12/25/2020,Books,129,5,PayPal,645
852,KH28714,3/21/2022,Books,448,3,Cash,1344
853,KH28714,11/25/2020,Home,441,3,PayPal,1323
854,KH28714,10/14/2022,Clothing,385,5,Crypto,1925
855,KH28714,11/16/2022,Clothing,92,2,PayPal,184
856,KH32290,10/8/2022,Books,95,2,Cash,190
857,KH32290,10/12/2020,Books,96,5,Credit Card,480
858,KH32290,4/29/2023,Clothing,405,1,Credit Card,405
859,KH32290,3/21/2023,Electronics,288,2,PayPal,576
860,KH4714,3/10/2021,Books,468,4,Credit Card,1872
861,KH4714,5/2/2023,Clothing,469,3,PayPal,1407
862,KH4714,10/26/2020,Books,492,3,Credit Card,1476
863,KH4714,1/2/2022,Electronics,412,4,PayPal,1648
864,KH4714,10/26/2021,Clothing,254,3,Credit Card,762
865,KH32334,8/18/2023,Home,229,4,Credit Card,916
866,KH32334,6/29/2021,Clothing,357,5,Crypto,1785
867,KH32334,7/5/2021,Electronics,180,1,PayPal,180
868,KH32334,6/12/2023,Books,116,3,PayPal,348
869,KH32334,4/16/2020,Electronics,105,3,Credit Card,315
870,KH32334,7/7/2022,Home,486,1,PayPal,486
871,KH32334,3/31/2023,Clothing,63,2,Credit Card,126
872,KH36882,7/4/2023,Books,431,5,Cash,2155
873,KH36882,9/9/2020,Home,312,5,PayPal,1560
874,KH36882,7/14/2021,Home,129,1,Credit Card,129
875,KH36882,2/11/2023,Books,392,1,Credit Card,392
876,KH36882,4/7/2020,Clothing,272,2,Credit Card,544
877,KH36882,4/5/2022,Books,33,1,Credit Card,33
878,KH36882,2/27/2020,Clothing,399,4,Credit Card,1596
879,KH36882,4/8/2020,Home,13,5,PayPal,65
880,KH36882,8/25/2020,Books,100,5,PayPal,500
881,KH11343,10/14/2020,Books,133,2,Credit Card,266
882,KH11343,12/24/2020,Electronics,99,3,PayPal,297
883,KH11343,1/16/2021,Home,230,4,Credit Card,920
884,KH11343,6/26/2021,Electronics,355,1,PayPal,355
885,KH11343,7/15/2021,Clothing,353,5,Credit Card,1765
886,KH9763,12/14/2021,Electronics,41,5,Credit Card,205
887,KH9763,8/3/2022,Books,470,3,Cash,1410
888,KH9763,1/26/2023,Electronics,22,1,Credit Card,22
889,KH9763,1/22/2020,Clothing,447,2,PayPal,894
890,KH9763,2/27/2020,Clothing,265,3,Credit Card,795
891,KH9763,9/8/2022,Electronics,146,1,Cash,146
892,KH9763,12/29/2022,Electronics,345,4,Cash,1380
893,KH5436,12/24/2022,Home,51,3,Cash,153
894,KH5436,8/31/2020,Clothing,187,1,PayPal,187
895,KH5436,1/27/2022,Books,299,4,Credit Card,1196
896,KH5436,2/2/2023,Books,160,1,Credit Card,160
897,KH28624,1/1/2023,Books,391,5,Cash,1955
898,KH28624,10/23/2020,Books,58,2,Credit Card,116
899,KH28624,8/19/2022,Books,14,5,PayPal,70
900,KH28624,12/15/2020,Books,31,4,PayPal,124
901,KH28624,12/4/2020,Books,137,4,PayPal,548
902,KH28624,11/3/2020,Electronics,292,1,Credit Card,292
903,KH28624,2/22/2020,Home,218,2,Credit Card,436
904,KH28624,6/16/2021,Clothing,488,5,Cash,2440
905,KH28624,2/18/2020,Home,230,2,Credit Card,460
906,KH35564,11/27/2022,Home,18,2,PayPal,36
907,KH35564,4/24/2021,Home,191,2,Cash,382
908,KH35564,9/10/2023,Books,347,1,Cash,347
909,KH35564,6/10/2023,Books,18,5,Credit Card,90
910,KH35564,4/25/2020,Books,240,4,Crypto,960
911,KH35564,10/18/2021,Clothing,324,1,PayPal,324
912,KH37403,3/3/2021,Clothing,491,5,PayPal,2455
913,KH37403,10/1/2022,Electronics,250,3,Cash,750
914,KH37403,2/3/2022,Electronics,157,2,Credit Card,314
915,KH37403,10/21/2022,Home,42,4,PayPal,168
916,KH37403,10/10/2021,Clothing,63,5,Credit Card,315
917,KH37403,7/22/2021,Books,458,4,Crypto,1832
918,KH37403,3/2/2023,Clothing,211,5,Credit Card,1055
919,KH37403,4/4/2022,Home,260,4,Crypto,1040
920,KH37403,8/8/2022,Books,201,4,PayPal,804
921,KH37403,12/15/2021,Clothing,41,3,PayPal,123
922,KH37403,6/29/2023,Clothing,369,1,PayPal,369
923,KH42408,3/19/2020,Books,389,5,Cash,1945
924,KH42408,4/17/2021,Home,500,4,Credit Card,2000
925,KH42408,2/21/2020,Books,74,5,Credit Card,370
926,KH42408,10/22/2021,Books,55,3,PayPal,165
927,KH42408,5/22/2020,Books,267,3,Cash,801
928,KH42408,5/15/2020,Clothing,368,5,Credit Card,1840
929,KH36208,2/21/2022,Home,150,1,Credit Card,150
930,KH36208,6/1/2021,Home,51,1,PayPal,51
931,KH36208,6/30/2021,Clothing,34,5,Credit Card,170
932,KH36208,4/29/2023,Electronics,59,4,Crypto,236
933,KH36208,12/4/2022,Books,265,4,Credit Card,1060
934,KH36208,11/23/2020,Clothing,327,2,Credit Card,654
935,KH36208,12/11/2020,Electronics,237,5,Credit Card,1185
936,KH36208,9/1/2020,Home,163,1,Credit Card,163
